Number,# of Divisors,# of Factors,Fermat,Gaussian Prime,Highly Composite,Mod 5,Mod 6,Powerful,Pronic,Squarefree
698,2,2,0,0,0,3,2,0,0,1
699,2,2,0,0,0,4,3,0,0,1
700,16,3,0,0,0,0,4,0,0,0
701,0,1,1,0,0,1,5,0,0,1
702,14,3,0,0,0,2,0,0,1,0
703,2,2,0,0,0,3,1,0,0,1
704,12,2,0,0,0,4,2,0,0,0
705,6,3,0,0,0,0,3,0,0,1
706,2,2,0,0,0,1,4,0,0,1
707,2,2,0,0,0,2,5,0,0,1
708,10,3,0,0,0,3,0,0,0,0
709,0,1,1,0,0,4,1,0,0,1
710,6,3,0,0,0,0,2,0,0,1
711,4,2,0,0,0,1,3,0,0,0
712,6,2,0,0,0,2,4,0,0,0
713,2,2,0,0,0,3,5,0,0,1
714,14,4,0,0,0,4,0,0,0,1
715,6,3,0,0,0,0,1,0,0,1
716,4,2,0,0,0,1,2,0,0,0
717,2,2,0,0,0,2,3,0,0,1
718,2,2,0,0,0,3,4,0,0,1
719,0,1,1,1,0,4,5,0,0,1
720,28,3,0,0,1,0,0,0,0,0
721,2,2,0,0,0,1,1,0,0,1
722,4,2,0,0,0,2,2,0,0,0
723,2,2,0,0,0,3,3,0,0,1
724,4,2,0,0,0,4,4,0,0,0
725,4,2,0,0,0,0,5,0,0,0
726,10,3,0,0,0,1,0,0,0,0
727,0,1,1,1,0,2,1,0,0,1
728,14,3,0,0,0,3,2,0,0,0
729,5,1,0,0,0,4,3,1,0,0
730,6,3,0,0,0,0,4,0,0,1
731,2,2,0,0,0,1,5,0,0,1
732,10,3,0,0,0,2,0,0,0,0
733,0,1,1,0,0,3,1,0,0,1
734,2,2,0,0,0,4,2,0,0,1
735,10,3,0,0,0,0,3,0,0,0
736,10,2,0,0,0,1,4,0,0,0
737,2,2,0,0,0,2,5,0,0,1
738,10,3,0,0,0,3,0,0,0,0
739,0,1,1,1,0,4,1,0,0,1
740,10,3,0,0,0,0,2,0,0,0
741,6,3,0,0,0,1,3,0,0,1
742,6,3,0,0,0,2,4,0,0,1
743,0,1,1,1,0,3,5,0,0,1
744,14,3,0,0,0,4,0,0,0,0
745,2,2,0,0,0,0,1,0,0,1
746,2,2,0,0,0,1,2,0,0,1
747,4,2,0,0,0,2,3,0,0,0
748,10,3,0,0,0,3,4,0,0,0
749,2,2,0,0,0,4,5,0,0,1
750,14,3,0,0,0,0,0,0,0,0
751,0,1,1,1,0,1,1,0,0,1
752,8,2,0,0,0,2,2,0,0,0
753,2,2,0,0,0,3,3,0,0,1
754,6,3,0,0,0,4,4,0,0,1
755,2,2,0,0,0,0,5,0,0,1
756,22,3,0,0,0,1,0,0,1,0
757,0,1,1,0,0,2,1,0,0,1
758,2,2,0,0,0,3,2,0,0,1
759,6,3,0,0,0,4,3,0,0,1
760,14,3,0,0,0,0,4,0,0,0
761,0,1,1,0,0,1,5,0,0,1
762,6,3,0,0,0,2,0,0,0,1
763,2,2,0,0,0,3,1,0,0,1
764,4,2,0,0,0,4,2,0,0,0
765,10,3,0,0,0,0,3,0,0,0
766,2,2,0,0,0,1,4,0,0,1
767,2,2,0,0,0,2,5,0,0,1
768,16,2,0,0,0,3,0,0,0,0
769,0,1,1,0,0,4,1,0,0,1
770,14,4,0,0,0,0,2,0,0,1
771,2,2,0,0,0,1,3,0,0,1
772,4,2,0,0,0,2,4,0,0,0
773,0,1,1,0,0,3,5,0,0,1
774,10,3,0,0,0,4,0,0,0,0
775,4,2,0,0,0,0,1,0,0,0
776,6,2,0,0,0,1,2,0,0,0
777,6,3,0,0,0,2,3,0,0,1
778,2,2,0,0,0,3,4,0,0,1
779,2,2,0,0,0,4,5,0,0,1
780,22,4,0,0,0,0,0,0,0,0
781,2,2,0,0,0,1,1,0,0,1
782,6,3,0,0,0,2,2,0,0,1
783,6,2,0,0,0,3,3,0,0,0
784,13,2,0,0,0,4,4,1,0,0
785,2,2,0,0,0,0,5,0,0,1
786,6,3,0,0,0,1,0,0,0,1
787,0,1,1,1,0,2,1,0,0,1
788,4,2,0,0,0,3,2,0,0,0
789,2,2,0,0,0,4,3,0,0,1
790,6,3,0,0,0,0,4,0,0,1
791,2,2,0,0,0,1,5,0,0,1
792,22,3,0,0,0,2,0,0,0,0
793,2,2,0,0,0,3,1,0,0,1
794,2,2,0,0,0,4,2,0,0,1
795,6,3,0,0,0,0,3,0,0,1
796,4,2,0,0,0,1,4,0,0,0
797,0,1,1,0,0,2,5,0,0,1
798,14,4,0,0,0,3,0,0,0,1
799,2,2,0,0,0,4,1,0,0,1
800,16,2,0,0,0,0,2,1,0,0
801,4,2,0,0,0,1,3,0,0,0
802,2,2,0,0,0,2,4,0,0,1
803,2,2,0,0,0,3,5,0,0,1
804,10,3,0,0,0,4,0,0,0,0
805,6,3,0,0,0,0,1,0,0,1
806,6,3,0,0,0,1,2,0,0,1
807,2,2,0,0,0,2,3,0,0,1
808,6,2,0,0,0,3,4,0,0,0
809,0,1,1,0,0,4,5,0,0,1
810,18,3,0,0,0,0,0,0,0,0
811,0,1,1,1,0,1,1,0,0,1
812,10,3,0,0,0,2,2,0,1,0
813,2,2,0,0,0,3,3,0,0,1
814,6,3,0,0,0,4,4,0,0,1
815,2,2,0,0,0,0,5,0,0,1
816,18,3,0,0,0,1,0,0,0,0
817,2,2,0,0,0,2,1,0,0,1
818,2,2,0,0,0,3,2,0,0,1
819,10,3,0,0,0,4,3,0,0,0
820,10,3,0,0,0,0,4,0,0,0
821,0,1,1,0,0,1,5,0,0,1
822,6,3,0,0,0,2,0,0,0,1
823,0,1,1,1,0,3,1,0,0,1
824,6,2,0,0,0,4,2,0,0,0
825,10,3,0,0,0,0,3,0,0,0
826,6,3,0,0,0,1,4,0,0,1
827,0,1,1,1,0,2,5,0,0,1
828,16,3,0,0,0,3,0,0,0,0
829,0,1,1,0,0,4,1,0,0,1
830,6,3,0,0,0,0,2,0,0,1
831,2,2,0,0,0,1,3,0,0,1
832,12,2,0,0,0,2,4,0,0,0
833,4,2,0,0,0,3,5,0,0,0
834,6,3,0,0,0,4,0,0,0,1
835,2,2,0,0,0,0,1,0,0,1
836,10,3,0,0,0,1,2,0,0,0
837,6,2,0,0,0,2,3,0,0,0
838,2,2,0,0,0,3,4,0,0,1
839,0,1,1,1,0,4,5,0,0,1
840,30,4,0,0,1,0,0,0,0,0
841,1,1,0,0,0,1,1,1,0,0
842,2,2,0,0,0,2,2,0,0,1
843,2,2,0,0,0,3,3,0,0,1
844,4,2,0,0,0,4,4,0,0,0
845,4,2,0,0,0,0,5,0,0,0
846,10,3,0,0,0,1,0,0,0,0
847,4,2,0,0,0,2,1,0,0,0
848,8,2,0,0,0,3,2,0,0,0
849,2,2,0,0,0,4,3,0,0,1
850,10,3,0,0,0,0,4,0,0,0
851,2,2,0,0,0,1,5,0,0,1
852,10,3,0,0,0,2,0,0,0,0
853,0,1,1,0,0,3,1,0,0,1
854,6,3,0,0,0,4,2,0,0,1
855,10,3,0,0,0,0,3,0,0,0
856,6,2,0,0,0,1,4,0,0,0
857,0,1,1,0,0,2,5,0,0,1
858,14,4,0,0,0,3,0,0,0,1
859,0,1,1,1,0,4,1,0,0,1
860,10,3,0,0,0,0,2,0,0,0
861,6,3,0,0,0,1,3,0,0,1
862,2,2,0,0,0,2,4,0,0,1
863,0,1,1,1,0,3,5,0,0,1
864,22,2,0,0,0,4,0,1,0,0
865,2,2,0,0,0,0,1,0,0,1
866,2,2,0,0,0,1,2,0,0,1
867,4,2,0,0,0,2,3,0,0,0
868,10,3,0,0,0,3,4,0,0,0
869,2,2,0,0,0,4,5,0,0,1
870,14,4,0,0,0,0,0,0,1,1
871,2,2,0,0,0,1,1,0,0,1
872,6,2,0,0,0,2,2,0,0,0
873,4,2,0,0,0,3,3,0,0,0
874,6,3,0,0,0,4,4,0,0,1
875,6,2,0,0,0,0,5,0,0,0
876,10,3,0,0,0,1,0,0,0,0
877,0,1,1,0,0,2,1,0,0,1
878,2,2,0,0,0,3,2,0,0,1
879,2,2,0,0,0,4,3,0,0,1
880,18,3,0,0,0,0,4,0,0,0
881,0,1,1,0,0,1,5,0,0,1
882,16,3,0,0,0,2,0,0,0,0
883,0,1,1,1,0,3,1,0,0,1
884,10,3,0,0,0,4,2,0,0,0
885,6,3,0,0,0,0,3,0,0,1
886,2,2,0,0,0,1,4,0,0,1
887,0,1,1,1,0,2,5,0,0,1
888,14,3,0,0,0,3,0,0,0,0
889,2,2,0,0,0,4,1,0,0,1
890,6,3,0,0,0,0,2,0,0,1
891,8,2,0,0,0,1,3,0,0,0
892,4,2,0,0,0,2,4,0,0,0
893,2,2,0,0,0,3,5,0,0,1
894,6,3,0,0,0,4,0,0,0,1
895,2,2,0,0,0,0,1,0,0,1
896,14,2,0,0,0,1,2,0,0,0
897,6,3,0,0,0,2,3,0,0,1
898,2,2,0,0,0,3,4,0,0,1
899,2,2,0,0,0,4,5,0,0,1
900,25,3,0,0,0,0,0,1,0,0
901,2,2,0,0,0,1,1,0,0,1
902,6,3,0,0,0,2,2,0,0,1
903,6,3,0,0,0,3,3,0,0,1
904,6,2,0,0,0,4,4,0,0,0
905,2,2,0,0,0,0,5,0,0,1
906,6,3,0,0,0,1,0,0,0,1
907,0,1,1,1,0,2,1,0,0,1
908,4,2,0,0,0,3,2,0,0,0
909,4,2,0,0,0,4,3,0,0,0
910,14,4,0,0,0,0,4,0,0,1
911,0,1,1,1,0,1,5,0,0,1
912,18,3,0,0,0,2,0,0,0,0
913,2,2,0,0,0,3,1,0,0,1
914,2,2,0,0,0,4,2,0,0,1
915,6,3,0,0,0,0,3,0,0,1
916,4,2,0,0,0,1,4,0,0,0
917,2,2,0,0,0,2,5,0,0,1
918,14,3,0,0,0,3,0,0,0,0
919,0,1,1,1,0,4,1,0,0,1
920,14,3,0,0,0,0,2,0,0,0
921,2,2,0,0,0,1,3,0,0,1
922,2,2,0,0,0,2,4,0,0,1
923,2,2,0,0,0,3,5,0,0,1
924,22,4,0,0,0,4,0,0,0,0
925,4,2,0,0,0,0,1,0,0,0
926,2,2,0,0,0,1,2,0,0,1
927,4,2,0,0,0,2,3,0,0,0
928,10,2,0,0,0,3,4,0,0,0
929,0,1,1,0,0,4,5,0,0,1
930,14,4,0,0,0,0,0,0,1,1
931,4,2,0,0,0,1,1,0,0,0
932,4,2,0,0,0,2,2,0,0,0
933,2,2,0,0,0,3,3,0,0,1
934,2,2,0,0,0,4,4,0,0,1
935,6,3,0,0,0,0,5,0,0,1
936,22,3,0,0,0,1,0,0,0,0
937,0,1,1,0,0,2,1,0,0,1
938,6,3,0,0,0,3,2,0,0,1
939,2,2,0,0,0,4,3,0,0,1
940,10,3,0,0,0,0,4,0,0,0
941,0,1,1,0,0,1,5,0,0,1
942,6,3,0,0,0,2,0,0,0,1
943,2,2,0,0,0,3,1,0,0,1
944,8,2,0,0,0,4,2,0,0,0
945,14,3,0,0,0,0,3,0,0,0
946,6,3,0,0,0,1,4,0,0,1
947,0,1,1,1,0,2,5,0,0,1
948,10,3,0,0,0,3,0,0,0,0
949,2,2,0,0,0,4,1,0,0,1
950,10,3,0,0,0,0,2,0,0,0
951,2,2,0,0,0,1,3,0,0,1
952,14,3,0,0,0,2,4,0,0,0
953,0,1,1,0,0,3,5,0,0,1
954,10,3,0,0,0,4,0,0,0,0
955,2,2,0,0,0,0,1,0,0,1
956,4,2,0,0,0,1,2,0,0,0
957,6,3,0,0,0,2,3,0,0,1
958,2,2,0,0,0,3,4,0,0,1
959,2,2,0,0,0,4,5,0,0,1
960,26,3,0,0,0,0,0,0,0,0
961,1,1,0,0,0,1,1,1,0,0
962,6,3,0,0,0,2,2,0,0,1
963,4,2,0,0,0,3,3,0,0,0
964,4,2,0,0,0,4,4,0,0,0
965,2,2,0,0,0,0,5,0,0,1
966,14,4,0,0,0,1,0,0,0,1
967,0,1,1,1,0,2,1,0,0,1
968,10,2,0,0,0,3,2,1,0,0
969,6,3,0,0,0,4,3,0,0,1
970,6,3,0,0,0,0,4,0,0,1
971,0,1,1,1,0,1,5,0,0,1
972,16,2,0,0,0,2,0,1,0,0
973,2,2,0,0,0,3,1,0,0,1
974,2,2,0,0,0,4,2,0,0,1
975,10,3,0,0,0,0,3,0,0,0
976,8,2,0,0,0,1,4,0,0,0
977,0,1,1,0,0,2,5,0,0,1
978,6,3,0,0,0,3,0,0,0,1
979,2,2,0,0,0,4,1,0,0,1
980,16,3,0,0,0,0,2,0,0,0
981,4,2,0,0,0,1,3,0,0,0
982,2,2,0,0,0,2,4,0,0,1
983,0,1,1,1,0,3,5,0,0,1
984,14,3,0,0,0,4,0,0,0,0
985,2,2,0,0,0,0,1,0,0,1
986,6,3,0,0,0,1,2,0,0,1
987,6,3,0,0,0,2,3,0,0,1
988,10,3,0,0,0,3,4,0,0,0
989,2,2,0,0,0,4,5,0,0,1
990,22,4,0,0,0,0,0,0,0,0
991,0,1,1,1,0,1,1,0,0,1
992,10,2,0,0,0,2,2,0,1,0
993,2,2,0,0,0,3,3,0,0,1
994,6,3,0,0,0,4,4,0,0,1
995,2,2,0,0,0,0,5,0,0,1
996,10,3,0,0,0,1,0,0,0,0
997,0,1,1,0,0,2,1,0,0,1
998,2,2,0,0,0,3,2,0,0,1
999,6,2,0,0,0,4,3,0,0,0
1000,14,2,0,0,0,0,4,1,0,0
1001,6,3,0,0,0,1,5,0,0,1
1002,6,3,0,0,0,2,0,0,0,1
1003,2,2,0,0,0,3,1,0,0,1
1004,4,2,0,0,0,4,2,0,0,0
1005,6,3,0,0,0,0,3,0,0,1
1006,2,2,0,0,0,1,4,0,0,1
1007,2,2,0,0,0,2,5,0,0,1
1008,28,3,0,0,0,3,0,0,0,0
1009,0,1,1,0,0,4,1,0,0,1
1010,6,3,0,0,0,0,2,0,0,1
1011,2,2,0,0,0,1,3,0,0,1
1012,10,3,0,0,0,2,4,0,0,0
1013,0,1,1,0,0,3,5,0,0,1
1014,10,3,0,0,0,4,0,0,0,0
1015,6,3,0,0,0,0,1,0,0,1
1016,6,2,0,0,0,1,2,0,0,0
1017,4,2,0,0,0,2,3,0,0,0
1018,2,2,0,0,0,3,4,0,0,1
1019,0,1,1,1,0,4,5,0,0,1
1020,22,4,0,0,0,0,0,0,0,0
1021,0,1,1,0,0,1,1,0,0,1
1022,6,3,0,0,0,2,2,0,0,1
1023,6,3,0,0,0,3,3,0,0,1
1024,9,1,0,0,0,4,4,1,0,0
1025,4,2,0,0,0,0,5,0,0,0
1026,14,3,0,0,0,1,0,0,0,0
1027,2,2,0,0,0,2,1,0,0,1
1028,4,2,0,0,0,3,2,0,0,0
1029,6,2,0,0,0,4,3,0,0,0
1030,6,3,0,0,0,0,4,0,0,1
1031,0,1,1,1,0,1,5,0,0,1
1032,14,3,0,0,0,2,0,0,0,0
1033,0,1,1,0,0,3,1,0,0,1
1034,6,3,0,0,0,4,2,0,0,1
1035,10,3,0,0,0,0,3,0,0,0
1036,10,3,0,0,0,1,4,0,0,0
1037,2,2,0,0,0,2,5,0,0,1
1038,6,3,0,0,0,3,0,0,0,1
1039,0,1,1,1,0,4,1,0,0,1
1040,18,3,0,0,0,0,2,0,0,0
1041,2,2,0,0,0,1,3,0,0,1
1042,2,2,0,0,0,2,4,0,0,1
1043,2,2,0,0,0,3,5,0,0,1
1044,16,3,0,0,0,4,0,0,0,0
1045,6,3,0,0,0,0,1,0,0,1
1046,2,2,0,0,0,1,2,0,0,1
1047,2,2,0,0,0,2,3,0,0,1
1048,6,2,0,0,0,3,4,0,0,0
1049,0,1,1,0,0,4,5,0,0,1
1050,22,4,0,0,0,0,0,0,0,0
1051,0,1,1,1,0,1,1,0,0,1
1052,4,2,0,0,0,2,2,0,0,0
1053,8,2,0,0,0,3,3,0,0,0
1054,6,3,0,0,0,4,4,0,0,1
1055,2,2,0,0,0,0,5,0,0,1
1056,22,3,0,0,0,1,0,0,1,0
1057,2,2,0,0,0,2,1,0,0,1
1058,4,2,0,0,0,3,2,0,0,0
1059,2,2,0,0,0,4,3,0,0,1
1060,10,3,0,0,0,0,4,0,0,0
1061,0,1,1,0,0,1,5,0,0,1
1062,10,3,0,0,0,2,0,0,0,0
1063,0,1,1,1,0,3,1,0,0,1
1064,14,3,0,0,0,4,2,0,0,0
1065,6,3,0,0,0,0,3,0,0,1
1066,6,3,0,0,0,1,4,0,0,1
1067,2,2,0,0,0,2,5,0,0,1
1068,10,3,0,0,0,3,0,0,0,0
1069,0,1,1,0,0,4,1,0,0,1
1070,6,3,0,0,0,0,2,0,0,1
1071,10,3,0,0,0,1,3,0,0,0
1072,8,2,0,0,0,2,4,0,0,0
1073,2,2,0,0,0,3,5,0,0,1
1074,6,3,0,0,0,4,0,0,0,1
1075,4,2,0,0,0,0,1,0,0,0
1076,4,2,0,0,0,1,2,0,0,0
1077,2,2,0,0,0,2,3,0,0,1
1078,10,3,0,0,0,3,4,0,0,0
1079,2,2,0,0,0,4,5,0,0,1
1080,30,3,0,0,0,0,0,0,0,0
1081,2,2,0,0,0,1,1,0,0,1
1082,2,2,0,0,0,2,2,0,0,1
1083,4,2,0,0,0,3,3,0,0,0
1084,4,2,0,0,0,4,4,0,0,0
1085,6,3,0,0,0,0,5,0,0,1
1086,6,3,0,0,0,1,0,0,0,1
1087,0,1,1,1,0,2,1,0,0,1
1088,12,2,0,0,0,3,2,0,0,0
1089,7,2,0,0,0,4,3,1,0,0
1090,6,3,0,0,0,0,4,0,0,1
1091,0,1,1,1,0,1,5,0,0,1
1092,22,4,0,0,0,2,0,0,0,0
1093,0,1,1,0,0,3,1,0,0,1
1094,2,2,0,0,0,4,2,0,0,1
1095,6,3,0,0,0,0,3,0,0,1
1096,6,2,0,0,0,1,4,0,0,0
1097,0,1,1,0,0,2,5,0,0,1
1098,10,3,0,0,0,3,0,0,0,0
1099,2,2,0,0,0,4,1,0,0,1
1100,16,3,0,0,0,0,2,0,0,0
1101,2,2,0,0,0,1,3,0,0,1
1102,6,3,0,0,0,2,4,0,0,1
1103,0,1,1,1,0,3,5,0,0,1
1104,18,3,0,0,0,4,0,0,0,0
1105,6,3,1,0,0,0,1,0,0,1
1106,6,3,0,0,0,1,2,0,0,1
1107,6,2,0,0,0,2,3,0,0,0
1108,4,2,0,0,0,3,4,0,0,0
1109,0,1,1,0,0,4,5,0,0,1
1110,14,4,0,0,0,0,0,0,0,1
1111,2,2,0,0,0,1,1,0,0,1
1112,6,2,0,0,0,2,2,0,0,0
1113,6,3,0,0,0,3,3,0,0,1
1114,2,2,0,0,0,4,4,0,0,1
1115,2,2,0,0,0,0,5,0,0,1
1116,16,3,0,0,0,1,0,0,0,0
1117,0,1,1,0,0,2,1,0,0,1
1118,6,3,0,0,0,3,2,0,0,1
1119,2,2,0,0,0,4,3,0,0,1
1120,22,3,0,0,0,0,4,0,0,0
1121,2,2,0,0,0,1,5,0,0,1
1122,14,4,0,0,0,2,0,0,1,1
1123,0,1,1,1,0,3,1,0,0,1
1124,4,2,0,0,0,4,2,0,0,0
1125,10,2,0,0,0,0,3,1,0,0
1126,2,2,0,0,0,1,4,0,0,1
1127,4,2,0,0,0,2,5,0,0,0
1128,14,3,0,0,0,3,0,0,0,0
1129,0,1,1,0,0,4,1,0,0,1
1130,6,3,0,0,0,0,2,0,0,1
1131,6,3,0,0,0,1,3,0,0,1
1132,4,2,0,0,0,2,4,0,0,0
1133,2,2,0,0,0,3,5,0,0,1
1134,18,3,0,0,0,4,0,0,0,0
1135,2,2,0,0,0,0,1,0,0,1
1136,8,2,0,0,0,1,2,0,0,0
1137,2,2,0,0,0,2,3,0,0,1
1138,2,2,0,0,0,3,4,0,0,1
1139,2,2,0,0,0,4,5,0,0,1
1140,22,4,0,0,0,0,0,0,0,0
1141,2,2,0,0,0,1,1,0,0,1
1142,2,2,0,0,0,2,2,0,0,1
1143,4,2,0,0,0,3,3,0,0,0
1144,14,3,0,0,0,4,4,0,0,0
1145,2,2,0,0,0,0,5,0,0,1
1146,6,3,0,0,0,1,0,0,0,1
1147,2,2,0,0,0,2,1,0,0,1
1148,10,3,0,0,0,3,2,0,0,0
1149,2,2,0,0,0,4,3,0,0,1
1150,10,3,0,0,0,0,4,0,0,0
1151,0,1,1,1,0,1,5,0,0,1
1152,22,2,0,0,0,2,0,1,0,0
1153,0,1,1,0,0,3,1,0,0,1
1154,2,2,0,0,0,4,2,0,0,1
1155,14,4,0,0,0,0,3,0,0,1
1156,7,2,0,0,0,1,4,1,0,0
1157,2,2,0,0,0,2,5,0,0,1
1158,6,3,0,0,0,3,0,0,0,1
1159,2,2,0,0,0,4,1,0,0,1
1160,14,3,0,0,0,0,2,0,0,0
1161,6,2,0,0,0,1,3,0,0,0
1162,6,3,0,0,0,2,4,0,0,1
1163,0,1,1,1,0,3,5,0,0,1
1164,10,3,0,0,0,4,0,0,0,0
1165,2,2,0,0,0,0,1,0,0,1
1166,6,3,0,0,0,1,2,0,0,1
1167,2,2,0,0,0,2,3,0,0,1
1168,8,2,0,0,0,3,4,0,0,0
1169,2,2,0,0,0,4,5,0,0,1
1170,22,4,0,0,0,0,0,0,0,0
1171,0,1,1,1,0,1,1,0,0,1
1172,4,2,0,0,0,2,2,0,0,0
1173,6,3,0,0,0,3,3,0,0,1
1174,2,2,0,0,0,4,4,0,0,1
1175,4,2,0,0,0,0,5,0,0,0
1176,22,3,0,0,0,1,0,0,0,0
1177,2,2,0,0,0,2,1,0,0,1
1178,6,3,0,0,0,3,2,0,0,1
1179,4,2,0,0,0,4,3,0,0,0
1180,10,3,0,0,0,0,4,0,0,0
1181,0,1,1,0,0,1,5,0,0,1
1182,6,3,0,0,0,2,0,0,0,1
1183,4,2,0,0,0,3,1,0,0,0
1184,10,2,0,0,0,4,2,0,0,0
1185,6,3,0,0,0,0,3,0,0,1
1186,2,2,0,0,0,1,4,0,0,1
1187,0,1,1,1,0,2,5,0,0,1
1188,22,3,0,0,0,3,0,0,0,0
1189,2,2,0,0,0,4,1,0,0,1
1190,14,4,0,0,0,0,2,0,1,1
1191,2,2,0,0,0,1,3,0,0,1
1192,6,2,0,0,0,2,4,0,0,0
1193,0,1,1,0,0,3,5,0,0,1
1194,6,3,0,0,0,4,0,0,0,1
1195,2,2,0,0,0,0,1,0,0,1
1196,10,3,0,0,0,1,2,0,0,0
1197,10,3,0,0,0,2,3,0,0,0
1198,2,2,0,0,0,3,4,0,0,1
1199,2,2,0,0,0,4,5,0,0,1
1200,28,3,0,0,0,0,0,0,0,0
1201,0,1,1,0,0,1,1,0,0,1
1202,2,2,0,0,0,2,2,0,0,1
1203,2,2,0,0,0,3,3,0,0,1
1204,10,3,0,0,0,4,4,0,0,0
1205,2,2,0,0,0,0,5,0,0,1
1206,10,3,0,0,0,1,0,0,0,0
1207,2,2,0,0,0,2,1,0,0,1
1208,6,2,0,0,0,3,2,0,0,0
1209,6,3,0,0,0,4,3,0,0,1
1210,10,3,0,0,0,0,4,0,0,0
1211,2,2,0,0,0,1,5,0,0,1
1212,10,3,0,0,0,2,0,0,0,0
1213,0,1,1,0,0,3,1,0,0,1
1214,2,2,0,0,0,4,2,0,0,1
1215,10,2,0,0,0,0,3,0,0,0
1216,12,2,0,0,0,1,4,0,0,0
1217,0,1,1,0,0,2,5,0,0,1
1218,14,4,0,0,0,3,0,0,0,1
1219,2,2,0,0,0,4,1,0,0,1
1220,10,3,0,0,0,0,2,0,0,0
1221,6,3,0,0,0,1,3,0,0,1
1222,6,3,0,0,0,2,4,0,0,1
1223,0,1,1,1,0,3,5,0,0,1
1224,22,3,0,0,0,4,0,0,0,0
1225,7,2,0,0,0,0,1,1,0,0
1226,2,2,0,0,0,1,2,0,0,1
1227,2,2,0,0,0,2,3,0,0,1
1228,4,2,0,0,0,3,4,0,0,0
1229,0,1,1,0,0,4,5,0,0,1
1230,14,4,0,0,0,0,0,0,0,1
1231,0,1,1,1,0,1,1,0,0,1
1232,18,3,0,0,0,2,2,0,0,0
1233,4,2,0,0,0,3,3,0,0,0
1234,2,2,0,0,0,4,4,0,0,1
1235,6,3,0,0,0,0,5,0,0,1
1236,10,3,0,0,0,1,0,0,0,0
1237,0,1,1,0,0,2,1,0,0,1
1238,2,2,0,0,0,3,2,0,0,1
1239,6,3,0,0,0,4,3,0,0,1
1240,14,3,0,0,0,0,4,0,0,0
1241,2,2,0,0,0,1,5,0,0,1
1242,14,3,0,0,0,2,0,0,0,0
1243,2,2,0,0,0,3,1,0,0,1
1244,4,2,0,0,0,4,2,0,0,0
1245,6,3,0,0,0,0,3,0,0,1
1246,6,3,0,0,0,1,4,0,0,1
1247,2,2,0,0,0,2,5,0,0,1
1248,22,3,0,0,0,3,0,0,0,0
1249,0,1,1,0,0,4,1,0,0,1
1250,8,2,0,0,0,0,2,0,0,0
1251,4,2,0,0,0,1,3,0,0,0
1252,4,2,0,0,0,2,4,0,0,0
1253,2,2,0,0,0,3,5,0,0,1
1254,14,4,0,0,0,4,0,0,0,1
1255,2,2,0,0,0,0,1,0,0,1
1256,6,2,0,0,0,1,2,0,0,0
1257,2,2,0,0,0,2,3,0,0,1
1258,6,3,0,0,0,3,4,0,0,1
1259,0,1,1,1,0,4,5,0,0,1
1260,34,4,0,0,1,0,0,0,1,0
1261,2,2,0,0,0,1,1,0,0,1
1262,2,2,0,0,0,2,2,0,0,1
1263,2,2,0,0,0,3,3,0,0,1
1264,8,2,0,0,0,4,4,0,0,0
1265,6,3,0,0,0,0,5,0,0,1
1266,6,3,0,0,0,1,0,0,0,1
1267,2,2,0,0,0,2,1,0,0,1
1268,4,2,0,0,0,3,2,0,0,0
1269,6,2,0,0,0,4,3,0,0,0
1270,6,3,0,0,0,0,4,0,0,1
1271,2,2,0,0,0,1,5,0,0,1
1272,14,3,0,0,0,2,0,0,0,0
1273,2,2,0,0,0,3,1,0,0,1
1274,10,3,0,0,0,4,2,0,0,0
1275,10,3,0,0,0,0,3,0,0,0
1276,10,3,0,0,0,1,4,0,0,0
1277,0,1,1,0,0,2,5,0,0,1
1278,10,3,0,0,0,3,0,0,0,0
1279,0,1,1,1,0,4,1,0,0,1
1280,16,2,0,0,0,0,2,0,0,0
1281,6,3,0,0,0,1,3,0,0,1
1282,2,2,0,0,0,2,4,0,0,1
1283,0,1,1,1,0,3,5,0,0,1
1284,10,3,0,0,0,4,0,0,0,0
1285,2,2,0,0,0,0,1,0,0,1
1286,2,2,0,0,0,1,2,0,0,1
1287,10,3,0,0,0,2,3,0,0,0
1288,14,3,0,0,0,3,4,0,0,0
1289,0,1,1,0,0,4,5,0,0,1
1290,14,4,0,0,0,0,0,0,0,1
1291,0,1,1,1,0,1,1,0,0,1
1292,10,3,0,0,0,2,2,0,0,0
1293,2,2,0,0,0,3,3,0,0,1
1294,2,2,0,0,0,4,4,0,0,1
1295,6,3,0,0,0,0,5,0,0,1
1296,23,2,0,0,0,1,0,1,0,0
1297,0,1,1,0,0,2,1,0,0,1
1298,6,3,0,0,0,3,2,0,0,1
1299,2,2,0,0,0,4,3,0,0,1
1300,16,3,0,0,0,0,4,0,0,0
1301,0,1,1,0,0,1,5,0,0,1
1302,14,4,0,0,0,2,0,0,0,1
1303,0,1,1,1,0,3,1,0,0,1
1304,6,2,0,0,0,4,2,0,0,0
1305,10,3,0,0,0,0,3,0,0,0
1306,2,2,0,0,0,1,4,0,0,1
1307,0,1,1,1,0,2,5,0,0,1
1308,10,3,0,0,0,3,0,0,0,0
1309,6,3,0,0,0,4,1,0,0,1
1310,6,3,0,0,0,0,2,0,0,1
1311,6,3,0,0,0,1,3,0,0,1
1312,10,2,0,0,0,2,4,0,0,0
1313,2,2,0,0,0,3,5,0,0,1
1314,10,3,0,0,0,4,0,0,0,0
1315,2,2,0,0,0,0,1,0,0,1
1316,10,3,0,0,0,1,2,0,0,0
